sample_id	reads	percent_uniquelymapped	perc_chg_meth	perc_chh_meth	sample_name	tissue	monkey_id	sex	age	group	rank
LID_1067458_PID_10518	44038060	0.664981699920478	0.6%	0.4%	RDID_12947	lung	ID177	F	18.03	KK	L
LID_108974_PID_10471	25592316	0.607966273939412	0.8%	0.6%	RDID_12270	liver	ID177	F	18.03	KK	L
LID_1065915_PID_10503	29804268	0.623691445802326	0.5%	0.4%	RDID_14125	omental_adipose	ID177	F	18.03	KK	L
LID_1066242_PID_10507	25172432	0.646485170761411	0.7%	0.5%	RDID_12378	heart	ID177	F	18.03	KK	L
LID_1067750_PID_10524	24271342	0.527169161062458	0.6%	0.5%	RDID_14956	adrenal	ID177	F	18.03	KK	L
LID_105486_PID_10123	14883266	0.516570758058077	0.7%	0.5%	DID_1003606	whole_blood	ID178	M	15.85	HH	H
LID_1068127_PID_10532	11009105	0.580148340850596	0.7%	0.5%	RDID_15222	thymus	ID178	M	15.85	HH	H
LID_108651_PID_10413	17681630	0.643827350758951	0.7%	0.5%	RDID_11725	spleen	ID178	M	15.85	HH	H
LID_1066265_PID_10507	18693616	0.693894589468405	0.6%	0.5%	RDID_12569	heart	ID178	M	15.85	HH	H
LID_111809_PID_10497	16039865	0.65027099666986	0.5%	0.4%	RDID_13899	omental_adipose	ID178	M	15.85	HH	H
LID_1066722_PID_10511	8134142	0.600022473175413	1.5%	1.3%	RDID_12965	kidney	ID178	M	15.85	HH	H
LID_1067579_PID_10520	15743308	0.507184258860971	0.7%	0.5%	RDID_14536	adrenal	ID178	M	15.85	HH	H
LID_1068732_PID_10541	27039405	0.569680397922957	0.6%	0.5%	RDID_15798	pituitary	ID178	M	15.85	HH	H
LID_109579_PID_10429	10324455	0.66806906514678	0.8%	0.6%	RDID_12171	skeletal_muscle	ID178	M	15.85	HH	H
LID_109397_PID_10414	13507549	0.661192567208159	0.7%	0.6%	RDID_12402	lung	ID178	M	15.85	HH	H
LID_1068481_PID_10533	12651408	0.700718765848038	0.5%	0.5%	RDID_15566	thyroid	ID178	M	15.85	HH	H
LID_108524_PID_10416	21707103	0.633705888805153	0.7%	0.5%	RDID_10903	liver	ID178	M	15.85	HH	H
LID_106032_PID_10414	12279041	0.506840477200133	0.6%	0.4%	RDID_11412	spleen	ID179	F	13.95	HH	L
LID_1066287_PID_10507	27708517	0.673762294820759	0.7%	0.5%	RDID_12598	heart	ID179	F	13.95	HH	L
LID_1066745_PID_10511	12453496	0.608272408004949	1.1%	0.9%	RDID_13004	kidney	ID179	F	13.95	HH	L
LID_1067602_PID_10520	18071752	0.59243353937128	0.6%	0.5%	RDID_14559	adrenal	ID179	F	13.95	HH	L
LID_105471_PID_10123	14390704	0.52315849175968	0.8%	0.6%	DID_1003525	whole_blood	ID179	F	13.95	HH	L
LID_1068752_PID_10541	18923047	0.522194073713393	0.7%	0.5%	RDID_15818	pituitary	ID179	F	13.95	HH	L
LID_1068109_PID_10532	15438988	0.566518479060933	0.7%	0.5%	RDID_15204	thymus	ID179	F	13.95	HH	L
LID_108520_PID_10495	50499832	0.592098405396675	0.8%	0.6%	RDID_10683	liver	ID179	F	13.95	HH	L
LID_109545_PID_10429	33508202	0.666773317171718	0.6%	0.5%	RDID_12019	skeletal_muscle	ID179	F	13.95	HH	L
LID_1068467_PID_10532	49664131	0.551077718444324	0.6%	0.4%	RDID_15552	thyroid	ID179	F	13.95	HH	L
LID_109420_PID_10414	56048377	0.619984821326762	0.7%	0.5%	RDID_12425	lung	ID179	F	13.95	HH	L
LID_103994_PID_10123	13056201	0.450355352219225	0.6%	0.4%	DID_1003731	whole_blood	ID180	M	14.06	KK	M
LID_1067659_PID_10520	24867095	0.50547963081333	0.6%	0.5%	RDID_14625	adrenal	ID180	M	14.06	KK	M
LID_1066805_PID_10515	12509681	0.646430632403816	0.8%	0.6%	RDID_13079	kidney	ID180	M	14.06	KK	M
LID_109590_PID_10429	11492490	0.659377645749529	0.5%	0.4%	RDID_12484	lung	ID180	M	14.06	KK	M
LID_111892_PID_10497	20040024	0.65441598273535	0.4%	0.4%	RDID_13982	omental_adipose	ID180	M	14.06	KK	M
LID_108763_PID_10414	24034806	0.595344435066378	0.5%	0.3%	RDID_11933	spleen	ID180	M	14.06	KK	M
LID_1068234_PID_10533	11116278	0.580629235792772	0.8%	0.6%	RDID_15382	thymus	ID180	M	14.06	KK	M
LID_1068626_PID_10540	17409884	0.565281939845205	0.7%	0.5%	RDID_15615	thyroid	ID180	M	14.06	KK	M
LID_108876_PID_10415	10549052	0.612927114208936	0.5%	0.4%	RDID_12154	liver	ID180	M	14.06	KK	M
LID_1065990_PID_10503	12281452	0.64093170742352	0.7%	0.5%	RDID_12690	heart	ID180	M	14.06	KK	M
LID_110706_PID_10491	21409812	0.664056741834071	0.9%	0.9%	RDID_11789	skeletal_muscle	ID180	M	14.06	KK	M
LID_1068788_PID_10541	16195440	0.500680253207076	0.7%	0.5%	RDID_15854	pituitary	ID180	M	14.06	KK	M
LID_1068257_PID_10540	25279686	0.533906117346552	0.7%	0.4%	RDID_15264	thymus	ID181	M	10.17	HH	L
LID_1068436_PID_10532	29017111	0.541136124819594	0.7%	0.5%	RDID_15521	thyroid	ID181	M	10.17	HH	L
LID_103869_PID_10123	10990059	0.417824599485772	0.7%	0.5%	DID_1003601	whole_blood	ID181	M	10.17	HH	L
LID_1065970_PID_10507	19823030	0.69095844580773	0.6%	0.5%	RDID_12670	heart	ID181	M	10.17	HH	L
LID_1066787_PID_10515	18366654	0.664724505617626	0.9%	0.7%	RDID_13061	kidney	ID181	M	10.17	HH	L
LID_1067642_PID_10520	27569924	0.49555490250898	0.7%	0.5%	RDID_14599	adrenal	ID181	M	10.17	HH	L
LID_111874_PID_10497	19364887	0.64041168946661	0.5%	0.4%	RDID_13964	omental_adipose	ID181	M	10.17	HH	L
LID_108364_PID_10413	52984715	0.641884286817434	0.6%	0.5%	RDID_10718	liver	ID181	M	10.17	HH	L
LID_108617_PID_10413	17842998	0.644319917538521	0.7%	0.5%	RDID_11566	spleen	ID181	M	10.17	HH	L
LID_1068776_PID_10541	21996788	0.514996007598928	0.7%	0.5%	RDID_15842	pituitary	ID181	M	10.17	HH	L
LID_109065_PID_10491	36602477	0.586870582556476	0.7%	0.5%	RDID_12467	lung	ID181	M	10.17	HH	L
LID_109472_PID_10415	44194594	0.598199476614719	0.8%	0.7%	RDID_11883	skeletal_muscle	ID181	M	10.17	HH	L
LID_109426_PID_10415	30253505	0.643693185302001	0.9%	0.7%	RDID_12431	lung	ID182	F	6.97	HH	M
LID_1066751_PID_10511	22640272	0.52920684875164	1.2%	1.1%	RDID_13010	kidney	ID182	F	6.97	HH	M
LID_1068755_PID_10541	95890675	0.535042307294218	0.7%	0.5%	RDID_15821	pituitary	ID182	F	6.97	HH	M
LID_1068237_PID_10539	27057115	0.647317239846155	0.8%	0.7%	RDID_15385	thymus	ID182	F	6.97	HH	M
LID_1067608_PID_10520	22463108	0.502473077189497	0.7%	0.5%	RDID_14565	adrenal	ID182	F	6.97	HH	M
LID_105485_PID_10123	16071261	0.508509817617921	0.8%	0.6%	DID_1003585	whole_blood	ID182	F	6.97	HH	M
LID_106038_PID_10415	16147738	0.533135724644529	0.6%	0.4%	RDID_11514	spleen	ID182	F	6.97	HH	M
LID_1065949_PID_10503	30902014	0.611915359303119	0.6%	0.5%	RDID_12644	heart	ID182	F	6.97	HH	M
LID_108274_PID_10415	11891239	0.601360716070041	0.6%	0.4%	RDID_10689	liver	ID182	F	6.97	HH	M
LID_111838_PID_10496	27380158	0.624241503646546	0.5%	0.4%	RDID_13928	omental_adipose	ID182	F	6.97	HH	M
LID_109486_PID_10416	22094448	0.68189877384581	0.8%	0.6%	RDID_11895	skeletal_muscle	ID182	F	6.97	HH	M
LID_1068480_PID_10533	16613657	0.600605513885353	0.7%	0.5%	RDID_15565	thyroid	ID183	F	6.94	HH	L
LID_109392_PID_10414	22639112	0.6755895284232	0.7%	0.6%	RDID_12397	lung	ID183	F	6.94	HH	L
LID_1065954_PID_10507	19972072	0.698186898184625	0.6%	0.5%	RDID_12649	heart	ID183	F	6.94	HH	L
LID_109573_PID_10491	10904841	0.652175487932378	0.6%	0.5%	RDID_12047	skeletal_muscle	ID183	F	6.94	HH	L
LID_111804_PID_10497	14715000	0.675467278287462	0.6%	0.5%	RDID_13894	omental_adipose	ID183	F	6.94	HH	L
LID_108463_PID_10413	29143673	0.637199676238476	0.7%	0.5%	RDID_11206	spleen	ID183	F	6.94	HH	L
LID_103870_PID_10123	10825132	0.418146864167569	0.7%	0.5%	DID_1003602	whole_blood	ID183	F	6.94	HH	L
LID_1066717_PID_10511	20086034	0.660770762411335	0.8%	0.8%	RDID_12960	kidney	ID183	F	6.94	HH	L
LID_1067574_PID_10520	26757108	0.508314762567016	0.6%	0.5%	RDID_14531	adrenal	ID183	F	6.94	HH	L
LID_108319_PID_10416	20572334	0.63661021641978	0.7%	0.5%	RDID_10057	liver	ID183	F	6.94	HH	L
LID_1066830_PID_10514	8907323	0.642418827744318	0.7%	0.6%	RDID_13120	kidney	ID184	F	9.28	KK	L
LID_1068801_PID_10541	24797151	0.544885015218079	0.7%	0.5%	RDID_15867	pituitary	ID184	F	9.28	KK	L
LID_1066240_PID_10507	24960975	0.610960188854802	0.7%	0.5%	RDID_12376	heart	ID184	F	9.28	KK	L
LID_108972_PID_10471	21783843	0.596311128389972	0.7%	0.6%	RDID_12268	liver	ID184	F	9.28	KK	L
LID_103898_PID_10123	9041268	0.432133191937237	0.7%	0.5%	DID_1003633	whole_blood	ID184	F	9.28	KK	L
LID_1067684_PID_10524	14425210	0.553800949864855	0.7%	0.5%	RDID_14826	adrenal	ID184	F	9.28	KK	L
LID_1066921_PID_10514	26266706	0.617922666054891	0.6%	0.4%	RDID_14343	ovaries	ID184	F	9.28	KK	L
LID_108778_PID_10416	14839326	0.652947984295244	0.6%	0.4%	RDID_11958	spleen	ID184	F	9.28	KK	L
LID_1067459_PID_10518	25236682	0.625723857042697	0.6%	0.5%	RDID_12948	lung	ID184	F	9.28	KK	L
LID_1065849_PID_10503	16361472	0.585531301829078	0.4%	0.3%	RDID_14019	omental_adipose	ID184	F	9.28	KK	L
LID_1068513_PID_10539	26684851	0.655742915708992	0.7%	0.5%	RDID_15598	thyroid	ID184	F	9.28	KK	L
LID_1068313_PID_10539	18211174	0.55572886185152	0.7%	0.5%	RDID_15320	thymus	ID184	F	9.28	KK	L
LID_1065898_PID_10503	30082762	0.678224891717057	0.4%	0.3%	RDID_14108	omental_adipose	ID185	F	8.12	KK	L
LID_1069533_PID_10541	19378136	0.538614911155541	0.7%	0.5%	RDID_15913	pituitary	ID185	F	8.12	KK	L
LID_1066879_PID_10514	16983159	0.683511059397136	0.7%	0.6%	RDID_13169	kidney	ID185	F	8.12	KK	L
LID_103923_PID_10123	10038293	0.486860465220531	0.7%	0.5%	DID_1003658	whole_blood	ID185	F	8.12	KK	L
LID_1066970_PID_10510	25528635	0.608108933360519	0.5%	0.4%	RDID_14392	ovaries	ID185	F	8.12	KK	L
LID_1068059_PID_10525	22248047	0.683852250042442	0.6%	0.5%	RDID_15154	thymus	ID185	F	8.12	KK	L
LID_1068652_PID_10540	12890148	0.572757969885218	0.7%	0.5%	RDID_15641	thyroid	ID185	F	8.12	KK	L
LID_108811_PID_10414	23532208	0.611015931866657	0.6%	0.3%	RDID_12059	spleen	ID185	F	8.12	KK	L
LID_108893_PID_10429	30972966	0.658455893439459	0.5%	0.3%	RDID_12336	lung	ID185	F	8.12	KK	L
LID_1067733_PID_10524	9372853	0.512837980068609	0.7%	0.5%	RDID_14939	adrenal	ID185	F	8.12	KK	L
LID_108478_PID_10413	25951882	0.58819834338026	0.6%	0.4%	RDID_11401	spleen	ID186	F	5.13	HH	H
LID_1066277_PID_10507	29690806	0.620311048477431	0.7%	0.5%	RDID_12588	heart	ID186	F	5.13	HH	H
LID_1066734_PID_10511	17160623	0.609968647408663	1.2%	1.1%	RDID_12977	kidney	ID186	F	5.13	HH	H
LID_1068203_PID_10533	11754797	0.586303702224717	0.8%	0.6%	RDID_15351	thymus	ID186	F	5.13	HH	H
LID_103838_PID_10123	12721403	0.47285955802202	0.6%	0.4%	DID_1003567	whole_blood	ID186	F	5.13	HH	H
LID_109409_PID_10414	26699800	0.639806590311538	0.8%	0.7%	RDID_12414	lung	ID186	F	5.13	HH	H
LID_111821_PID_10497	8567237	0.753959999005514	0.5%	0.4%	RDID_13911	omental_adipose	ID186	F	5.13	HH	H
LID_109556_PID_10429	71699507	0.611069348077944	0.6%	0.5%	RDID_12030	skeletal_muscle	ID186	F	5.13	HH	H
LID_1068469_PID_10532	18691293	0.597851684203977	0.7%	0.5%	RDID_15554	thyroid	ID186	F	5.13	HH	H
LID_108435_PID_10415	23510355	0.641019201964411	0.5%	0.4%	RDID_10363	liver	ID186	F	5.13	HH	H
LID_1068741_PID_10541	9007751	0.516683465162392	0.7%	0.5%	RDID_15807	pituitary	ID187	M	4	HH	L
LID_103934_PID_10123	11769921	0.491588601146941	0.6%	0.4%	DID_1003669	whole_blood	ID187	M	4	HH	L
LID_108266_PID_10525	13826839	0.496676499957799	0.5%	0.4%	RDID_10583	liver	ID187	M	4	HH	L
LID_109415_PID_10414	39525883	0.778634268588003	0.6%	0.6%	RDID_12420	lung	ID187	M	4	HH	L
LID_111827_PID_10503	24114945	0.66697390352746	0.5%	0.4%	RDID_13917	omental_adipose	ID187	M	4	HH	L
LID_1068460_PID_10532	25321905	0.581910879138043	0.7%	0.5%	RDID_15545	thyroid	ID187	M	4	HH	L
LID_106027_PID_10413	22292719	0.548796088983134	0.6%	0.4%	RDID_11407	spleen	ID187	M	4	HH	L
LID_1066740_PID_10511	11912664	0.61494439866683	1.0%	0.9%	RDID_12983	kidney	ID187	M	4	HH	L
LID_1068143_PID_10532	18275285	0.657816991636519	0.8%	0.6%	RDID_15238	thymus	ID187	M	4	HH	L
LID_1067478_PID_10515	35487863	0.633724662428955	0.5%	0.5%	RDID_14456	testis	ID188	M	7.25	KK	L
LID_1067846_PID_10524	27600900	0.515869265132659	0.6%	0.4%	RDID_15037	adrenal	ID188	M	7.25	KK	L
LID_1067522_PID_10515	26112402	0.582394373370937	0.6%	0.5%	RDID_13708	kidney	ID188	M	7.25	KK	L
LID_1067787_PID_10516	15053108	0.711311179060165	0.6%	0.5%	RDID_12826	heart	ID188	M	7.25	KK	L
LID_1068193_PID_10533	16701435	0.578682490456658	0.8%	0.6%	RDID_14175	omental_adipose	ID188	M	7.25	KK	L
LID_108872_PID_10496	26238503	0.52394540191565	0.5%	0.4%	RDID_12150	liver	ID188	M	7.25	KK	L
LID_108866_PID_10491	12867643	0.54270723861394	0.5%	0.3%	RDID_12222	spleen	ID188	M	7.25	KK	L
LID_1069507_PID_10541	27768444	0.527853127096354	0.6%	0.5%	RDID_15887	pituitary	ID188	M	7.25	KK	L
LID_109538_PID_10416	36684549	0.619654830702703	0.7%	0.6%	RDID_11349	skeletal_muscle	ID188	M	7.25	KK	L
LID_1067473_PID_10518	29980482	0.682894591221048	0.5%	0.4%	RDID_12559	lung	ID188	M	7.25	KK	L
LID_1066772_PID_10515	20518620	0.662083999801156	1.0%	0.8%	RDID_13046	kidney	ID189	F	4.32	HH	L
LID_1067629_PID_10520	21244117	0.479507526719044	0.6%	0.5%	RDID_14586	adrenal	ID189	F	4.32	HH	L
LID_105631_PID_10123	8224235	0.409950347965495	0.7%	0.5%	DID_1003561	whole_blood	ID189	F	4.32	HH	L
LID_109457_PID_10415	19491777	0.740951068750684	0.7%	0.7%	RDID_11868	skeletal_muscle	ID189	F	4.32	HH	L
LID_108657_PID_10414	14608623	0.595018229986495	0.7%	0.5%	RDID_11920	spleen	ID189	F	4.32	HH	L
LID_108334_PID_10415	23202097	0.670705195310579	0.7%	0.5%	RDID_10708	liver	ID189	F	4.32	HH	L
LID_1068111_PID_10532	12337210	0.605879206076576	0.7%	0.5%	RDID_15206	thymus	ID189	F	4.32	HH	L
LID_1068771_PID_10541	9298921	0.524158232982085	0.7%	0.5%	RDID_15837	pituitary	ID189	F	4.32	HH	L
LID_111859_PID_10497	22644390	0.619435983923612	0.5%	0.4%	RDID_13949	omental_adipose	ID189	F	4.32	HH	L
LID_105633_PID_10123	13388731	0.453685640558467	0.7%	0.5%	DID_1003565	whole_blood	ID190	M	4.1	HH	L
LID_1065959_PID_10503	13915081	0.674939082280585	0.6%	0.5%	RDID_12654	heart	ID190	M	4.1	HH	L
LID_1068453_PID_10532	4941261	0.623981611171723	0.5%	0.3%	RDID_15538	thyroid	ID190	M	4.1	HH	L
LID_1068204_PID_10533	17882988	0.54577305537531	0.8%	0.6%	RDID_15352	thymus	ID190	M	4.1	HH	L
LID_108349_PID_10416	20336466	0.577005709841621	0.7%	0.5%	RDID_10695	liver	ID190	M	4.1	HH	L
LID_108547_PID_10414	18485583	0.583990507629648	0.7%	0.5%	RDID_11521	spleen	ID190	M	4.1	HH	L
LID_109493_PID_10416	43855734	0.718793601767103	0.8%	0.7%	RDID_11902	skeletal_muscle	ID190	M	4.1	HH	L
LID_109433_PID_10415	33573751	0.650375795066807	0.7%	0.6%	RDID_12438	lung	ID190	M	4.1	HH	L
LID_111845_PID_10496	16822030	0.589587820257127	0.6%	0.4%	RDID_13935	omental_adipose	ID190	M	4.1	HH	L
LID_103956_PID_10123	14412948	0.466665251272675	0.6%	0.5%	DID_1003692	whole_blood	ID191	F	5.19	KK	M
LID_1066575_PID_10511	23394175	0.573151350710166	0.7%	0.5%	RDID_14515	ovaries	ID191	F	5.19	KK	M
LID_1065878_PID_10503	21396739	0.665815103881017	0.5%	0.4%	RDID_14088	omental_adipose	ID191	F	5.19	KK	M
LID_1066859_PID_10514	17830918	0.63013519550704	0.8%	0.7%	RDID_13149	kidney	ID191	F	5.19	KK	M
LID_1067713_PID_10524	15228022	0.457909241265872	0.7%	0.5%	RDID_14903	adrenal	ID191	F	5.19	KK	M
LID_1068503_PID_10533	25144484	0.560873430530529	0.6%	0.4%	RDID_15588	thyroid	ID191	F	5.19	KK	M
LID_1067812_PID_10518	15492567	0.608889798572438	0.8%	0.5%	RDID_12883	heart	ID191	F	5.19	KK	M
LID_1069515_PID_10541	53081146	0.499591191946007	0.6%	0.5%	RDID_15895	pituitary	ID191	F	5.19	KK	M
LID_1068286_PID_10539	34388291	0.70424136517863	0.5%	0.5%	RDID_15293	thymus	ID191	F	5.19	KK	M
LID_108910_PID_10471	40418638	0.606454749910178	0.6%	0.4%	RDID_12353	lung	ID191	F	5.19	KK	M
LID_108699_PID_10416	12945718	0.66934688365682	0.5%	0.3%	RDID_11999	spleen	ID191	F	5.19	KK	M
LID_109376_PID_10413	26648437	0.658393285880144	0.9%	0.7%	RDID_12200	liver	ID191	F	5.19	KK	M
LID_103861_PID_10123	7389637	0.508483975599884	1.1%	0.9%	DID_1003590	whole_blood	ID192	F	0.2	HH	L
LID_111807_PID_10496	18615513	0.628019115025194	0.6%	0.5%	RDID_13897	omental_adipose	ID192	F	0.2	HH	L
LID_1066263_PID_10507	17115740	0.653022130506773	0.8%	0.6%	RDID_12567	heart	ID192	F	0.2	HH	L
LID_109395_PID_10414	25804219	0.606899863933103	0.7%	0.6%	RDID_12400	lung	ID192	F	0.2	HH	L
LID_1068128_PID_10532	15684915	0.675419280244745	0.8%	0.6%	RDID_15223	thymus	ID192	F	0.2	HH	L
LID_1067577_PID_10520	18198188	0.45929858511188	0.8%	0.8%	RDID_14534	adrenal	ID192	F	0.2	HH	L
LID_108260_PID_10413	15774344	0.581640859359984	0.7%	0.5%	RDID_10238	liver	ID192	F	0.2	HH	L
LID_109570_PID_10429	13757644	0.548383865725847	0.6%	0.5%	RDID_12044	skeletal_muscle	ID192	F	0.2	HH	L
LID_1068482_PID_10533	23017448	0.629205027420937	0.6%	0.5%	RDID_15567	thyroid	ID192	F	0.2	HH	L
LID_108449_PID_10471	19072549	0.593492301422322	0.6%	0.5%	RDID_10893	liver	ID193	F	0.2	HH	M
LID_110658_PID_10491	29109188	0.585308872236491	0.6%	0.5%	RDID_12320	skeletal_muscle	ID193	F	0.2	HH	M
LID_1068487_PID_10533	9573876	0.569736645847512	0.7%	0.5%	RDID_15572	thyroid	ID193	F	0.2	HH	M
LID_1068133_PID_10532	19298355	0.663291197617621	0.7%	0.5%	RDID_15228	thymus	ID193	F	0.2	HH	M
LID_108462_PID_10413	17611290	0.642630153725252	0.6%	0.5%	RDID_11204	spleen	ID193	F	0.2	HH	M
LID_109387_PID_10413	25002044	0.690829677765546	0.8%	0.6%	RDID_12392	lung	ID193	F	0.2	HH	M
LID_1068151_PID_10532	9380705	0.640051787152458	0.8%	0.5%	RDID_15246	thymus	ID194	F	0.13	HH	M
LID_1066297_PID_10507	45384337	0.623917211790491	0.6%	0.5%	RDID_12615	heart	ID194	F	0.13	HH	M
LID_108326_PID_10491	41746010	0.61310836652413	0.8%	0.6%	RDID_10693	liver	ID194	F	0.13	HH	M
LID_1068455_PID_10532	19503221	0.542476137659518	0.6%	0.5%	RDID_15540	thyroid	ID194	F	0.13	HH	M
LID_107394_PID_10414	31700080	0.528737782365218	0.7%	0.5%	RDID_11518	spleen	ID194	F	0.13	HH	M
LID_109430_PID_10415	16398078	0.600383532753046	0.8%	0.7%	RDID_12435	lung	ID194	F	0.13	HH	M
LID_111842_PID_10497	10755176	0.630813479946772	0.6%	0.5%	RDID_13932	omental_adipose	ID194	F	0.13	HH	M
LID_1066755_PID_10511	7636124	0.590382764868669	1.3%	1.2%	RDID_13014	kidney	ID194	F	0.13	HH	M
LID_1067612_PID_10520	32142662	0.508407144374041	0.7%	0.6%	RDID_14569	adrenal	ID194	F	0.13	HH	M
LID_1067842_PID_10524	20041590	0.506246709966624	0.7%	0.6%	RDID_15033	adrenal	ID195	F	0.2	HH	H
LID_1068062_PID_10525	24676701	0.532563530270922	0.7%	0.5%	RDID_15157	thymus	ID195	F	0.2	HH	H
LID_108643_PID_10414	13327680	0.596075385963649	0.8%	0.6%	RDID_11717	spleen	ID195	F	0.2	HH	H
LID_108448_PID_10416	12356459	0.614378277789778	0.6%	0.5%	RDID_10797	liver	ID195	F	0.2	HH	H
LID_109618_PID_10471	29559239	0.569414422340169	0.7%	0.5%	RDID_11345	skeletal_muscle	ID195	F	0.2	HH	H
LID_105645_PID_10123	10493323	0.447843357151972	0.8%	0.6%	DID_1003622	whole_blood	ID195	F	0.2	HH	H
LID_1067474_PID_10515	22379416	0.68017051919496	0.6%	0.6%	RDID_14452	ovaries	ID195	F	0.2	HH	H
LID_1067518_PID_10515	42502898	0.556148100771858	0.6%	0.5%	RDID_13416	kidney	ID195	F	0.2	HH	H
LID_1067469_PID_10518	36854369	0.591186027360827	0.6%	0.5%	RDID_12555	lung	ID195	F	0.2	HH	H
LID_1068712_PID_10540	23822227	0.559094873875562	0.7%	0.5%	RDID_15701	thyroid	ID195	F	0.2	HH	H
LID_1068189_PID_10533	23785411	0.55661892914106	0.8%	0.5%	RDID_14171	omental_adipose	ID195	F	0.2	HH	H
LID_1066800_PID_10515	14692489	0.662308612243984	1.0%	0.8%	RDID_13074	kidney	ID196	M	0.12	HH	L
LID_1067654_PID_10520	22702095	0.497669312017239	0.7%	0.6%	RDID_14612	adrenal	ID196	M	0.12	HH	L
LID_1068330_PID_10539	22465588	0.607804345027604	0.7%	0.5%	RDID_15337	thymus	ID196	M	0.12	HH	L
LID_1068787_PID_10541	23057678	0.517595657290383	0.8%	0.6%	RDID_15853	pituitary	ID196	M	0.12	HH	L
LID_110702_PID_10491	18739570	0.590403088224543	0.7%	0.6%	RDID_11785	skeletal_muscle	ID196	M	0.12	HH	L
LID_108625_PID_10413	11465334	0.642656725046126	0.8%	0.5%	RDID_11651	spleen	ID196	M	0.12	HH	L
LID_111887_PID_10497	20052006	0.535737372111299	0.6%	0.7%	RDID_13977	omental_adipose	ID196	M	0.12	HH	L
LID_109589_PID_10429	27249098	0.613152736285069	0.6%	0.5%	RDID_12480	lung	ID196	M	0.12	HH	L
LID_1065986_PID_10503	19924203	0.626762586187262	0.7%	0.6%	RDID_12686	heart	ID196	M	0.12	HH	L
LID_103842_PID_10123	11743776	0.407897255533484	0.6%	0.4%	DID_1003571	whole_blood	ID196	M	0.12	HH	L
LID_103881_PID_10123	12200765	0.433593549256952	0.6%	0.4%	DID_1003614	whole_blood	ID197	M	0.26	HH	L
LID_1066264_PID_10507	86689634	0.602338960157566	0.6%	0.5%	RDID_12568	heart	ID197	M	0.26	HH	L
LID_1068129_PID_10532	19614393	0.678594132380237	0.8%	0.6%	RDID_15224	thymus	ID197	M	0.26	HH	L
LID_1066721_PID_10511	8353379	0.580179350176737	1.9%	1.7%	RDID_12964	kidney	ID197	M	0.26	HH	L
LID_1068483_PID_10533	15108772	0.603311837652987	0.7%	0.5%	RDID_15568	thyroid	ID197	M	0.26	HH	L
LID_1067578_PID_10518	17287341	0.534895158254818	0.7%	0.6%	RDID_14535	adrenal	ID197	M	0.26	HH	L
LID_108261_PID_10413	19278850	0.617732385489798	2.1%	1.8%	RDID_10239	liver	ID197	M	0.26	HH	L
LID_108464_PID_10415	21845162	0.650610876678324	0.7%	0.6%	RDID_11256	spleen	ID197	M	0.26	HH	L
LID_1068733_PID_10541	18248902	0.608201359183144	0.7%	0.6%	RDID_15799	pituitary	ID197	M	0.26	HH	L
LID_111808_PID_10496	15490907	0.635248923771862	0.6%	0.5%	RDID_13898	omental_adipose	ID197	M	0.26	HH	L
LID_109396_PID_10414	29637125	0.65429021877122	0.7%	0.5%	RDID_12401	lung	ID197	M	0.26	HH	L
LID_1066432_PID_10508	49693611	0.613433827539721	0.7%	0.6%	RDID_14187	testis	ID197	M	0.26	HH	L
LID_109438_PID_10415	21552545	0.600696066288227	0.8%	0.7%	RDID_12443	lung	ID198	F	0.27	HH	M
LID_111850_PID_10497	15581271	0.48557585578224	0.5%	0.4%	RDID_13940	omental_adipose	ID198	F	0.27	HH	M
LID_103866_PID_10123	23255647	0.455160245595403	0.7%	0.5%	DID_1003596	whole_blood	ID198	F	0.27	HH	M
LID_106043_PID_10413	11556668	0.582134919857523	0.6%	0.4%	RDID_11527	spleen	ID198	F	0.27	HH	M
LID_1066305_PID_10508	56171399	0.582787087072551	0.6%	0.5%	RDID_12623	heart	ID198	F	0.27	HH	M
LID_1066763_PID_10515	17545323	0.681358331220235	1.0%	0.9%	RDID_13022	kidney	ID198	F	0.27	HH	M
LID_1067620_PID_10520	16559793	0.511523664577208	0.7%	0.6%	RDID_14577	adrenal	ID198	F	0.27	HH	M
LID_1068217_PID_10533	10430137	0.548426257488277	0.9%	0.6%	RDID_15365	thymus	ID198	F	0.27	HH	M
LID_108317_PID_10415	12596677	0.529108589511345	0.8%	0.6%	RDID_10055	liver	ID198	F	0.27	HH	M
LID_1068456_PID_10532	10371371	0.581086820633453	0.6%	0.4%	RDID_15541	thyroid	ID198	F	0.27	HH	M
LID_1068772_PID_10541	18047568	0.573880314511074	0.7%	0.6%	RDID_15838	pituitary	ID198	F	0.27	HH	M
LID_103850_PID_10123	9348853	0.464066982334624	0.7%	0.4%	DID_1003579	whole_blood	ID199	M	0.39	HH	M
LID_106240_PID_10413	13685451	0.56627048681114	0.6%	0.4%	RDID_11925	spleen	ID199	M	0.39	HH	M
LID_1066795_PID_10515	16871891	0.663365475748984	0.9%	0.8%	RDID_13069	kidney	ID199	M	0.39	HH	M
LID_1065980_PID_10503	12724706	0.631306373601088	0.7%	0.6%	RDID_12680	heart	ID199	M	0.39	HH	M
LID_1067650_PID_10520	23027384	0.497262216150997	0.6%	0.6%	RDID_14607	adrenal	ID199	M	0.39	HH	M
